,Unnamed: 0.1,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References,Density,Cell#
136,136,5430,2003,5,15,6,34,15.0,25.83,62.1,33.0,Makran,4,3.9,3.4,,,,3.9,3.9,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,10,838
137,137,1870,1978,6,28,16,0,56.0,25.68,62.24,33.0,Makran,4,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,839
138,138,2431,1983,6,17,0,29,41.0,25.84,62.62,33.0,Makran,4,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,840
139,139,14815,2016,7,6,2,45,38.0,25.75,63.14,20.0,Makran,4,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,10,842
140,140,6191,2006,1,19,22,45,11.0,25.95,49.61,18.0,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,864
141,141,8273,2008,9,6,0,0,14.0,25.97,53.59,12.3,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,876
142,142,1156,1967,11,22,6,15,8.0,26.0,54.0,33.0,Out of all Provinces,6,4.9,4.5,,,,5.1,5.1,ISC,ISC,M2014,,,,Equation(3),,0.1742,,,10,878
143,143,1603,1975,6,20,9,16,43.0,26.17,54.37,41.0,Out of all Provinces,6,4.6,4.1,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,879
144,144,2563,1984,9,6,22,21,4.0,26.1,54.38,15.0,Out of all Provinces,6,4.9,4.8,,,,5.1,5.1,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1742,,,10,879
145,145,4059,1997,10,28,1,4,46.0,26.1,55.1,33.0,Out of all Provinces,6,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,881
146,146,15179,2016,12,9,16,6,8.0,26.17,54.99,14.9,Out of all Provinces,6,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,10,881
147,147,8893,2009,6,8,18,13,58.0,26.11,56.19,27.9,Out of all Provinces,6,3.8,3.4,,,,3.7,3.7,IRSC,ISC,ISC,,,,Equation(3),,0.1739,,,10,885
148,148,8894,2009,6,8,18,14,2.0,26.11,56.19,27.9,Out of all Provinces,6,,,3.9,3.7,,3.9,3.9,IRSC,,,IRSC,IIEES,,Equation(7),,0.1484,,,10,885
149,149,677,1947,10,3,6,13,51.0,26.14,57.34,15.0,Makran,4,,6.0,,,6.1,,6.1,ISC-GEM,,RM1985,,,ISC-GEM,,0.2,,,,10,888
150,150,2090,1980,5,22,14,45,0.0,26.2,57.39,,Makran,4,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,888
151,151,2802,1987,2,18,20,46,56.0,26.05,57.39,15.0,Makran,4,4.5,4.7,,,,4.6,4.6,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,,10,888
152,152,4406,2000,1,26,6,17,6.0,26.2,57.38,33.0,Makran,4,4.0,3.4,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,888
153,153,13816,2015,5,24,0,39,13.0,26.14,57.31,20.0,Makran,4,,,4.0,3.8,,4.0,4.0,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,,10,888
154,154,14006,2015,8,7,4,25,17.0,26.07,57.27,28.0,Makran,4,,,4.0,3.7,,4.0,4.0,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,,10,888
155,155,15750,2017,7,15,23,5,49.0,26.1,57.6,12.0,Makran,4,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,889
156,156,16888,2018,9,14,13,40,6.0,25.97,57.63,19.4,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,889
157,157,16899,2018,9,16,11,49,52.0,25.94,57.66,19.8,Makran,4,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,10,889
158,158,16938,2018,10,4,3,10,5.0,26.16,57.66,6.4,Makran,4,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,889
159,159,16944,2018,10,9,22,51,16.0,25.95,57.62,17.8,Makran,4,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,889
160,160,10175,2010,12,22,19,4,49.0,26.17,57.89,36.0,Makran,4,4.3,3.1,4.3,4.1,,4.3,4.3,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,,10,890
161,161,14399,2016,1,16,15,59,17.0,26.12,57.73,20.0,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,890
162,162,8106,2008,6,23,1,21,55.0,26.13,58.27,2.3,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,891
163,163,13629,2015,3,10,21,32,23.0,26.17,58.29,7.8,Makran,4,,4.2,,4.4,,4.5,4.5,ISC      ,,ISC      ,,IIEES,,Equation(8),,0.1883,,,10,891
164,164,3933,1996,12,21,13,52,19.0,26.03,58.86,33.0,Makran,4,4.0,3.4,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,893
165,165,401,1926,5,19,21,13,57.0,26.14,59.05,15.0,Makran,4,,5.4,,,5.5,,5.5,ISC-GEM,,RM1985,,,ISC-GEM,,0.37,,,,10,894
166,166,8201,2008,8,9,23,22,1.0,25.93,59.6,35.0,Makran,4,4.5,3.2,4.2,3.8,,4.2,4.2,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1482,,,10,895
167,167,8233,2008,8,21,12,40,9.0,26.1,59.51,10.0,Makran,4,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,895
168,168,3232,1991,1,19,10,8,21.0,26.14,60.83,1.0,Makran,4,4.8,4.5,,,,4.9,4.9,ISC,ISC,M2014,,,,Equation(3),,0.1741,,,10,899
169,169,3895,1996,9,18,14,36,41.0,25.98,60.96,15.0,Makran,4,4.4,4.1,,,,4.5,4.5,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,,10,900
170,170,8291,2008,9,13,8,49,15.0,26.06,62.49,33.0,Makran,4,4.0,3.4,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,905
171,171,15928,2017,9,23,15,54,1.0,26.11,62.7,42.3,Makran,4,4.3,,,,,4.3,4.3,NEIC,NEIC,,,,,Equation(3),,0.1738,,,10,905
172,172,11347,2012,7,6,11,19,1.0,26.07,62.84,35.0,Makran,4,,,,3.7,,3.8,3.8,IIEES,,,,IIEES,,Equation(8),,0.1917,,,10,906
173,173,6079,2005,9,7,3,27,24.0,25.93,63.26,43.0,Makran,4,4.6,3.9,,,,4.7,4.7,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,,10,907
174,174,5106,2002,4,30,7,10,43.0,26.35,48.45,19.4,Out of all Provinces,6,,,3.8,,,4.3,4.3,IRSC,,,IRSC,,,Equation(6),,0.338,,,10,925
175,175,7809,2008,2,2,5,33,20.0,26.38,52.99,15.0,Out of all Provinces,6,4.9,4.2,4.7,4.6,,4.7,4.7,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,,10,940
176,176,10567,2011,7,12,23,35,36.0,26.33,53.44,22.3,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,941
177,177,13106,2014,7,30,1,32,10.1,26.37,53.51,14.3,Out of all Provinces,6,5.5,5.3,5.5,5.7,5.3,,5.3,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,,10,941
178,178,13750,2015,4,27,5,34,31.5,26.42,53.49,16.7,Out of all Provinces,6,,4.8,4.9,4.9,4.8,,4.8,ISC-EHB,,NEIC,IRSC,IIEES,GCMT,,0.1,,,,10,941
179,179,5087,2002,4,15,3,6,35.0,26.49,53.63,33.0,Out of all Provinces,6,4.0,3.3,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,942
180,180,7539,2007,10,6,15,22,35.0,26.45,53.84,24.9,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,942
181,181,9131,2009,10,1,11,41,17.0,26.42,53.87,21.4,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,942
182,182,9136,2009,10,3,15,12,4.0,26.47,53.87,12.5,Zagros,5,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,942
183,183,10726,2011,9,30,18,13,21.0,26.4,53.79,10.0,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,942
184,184,13827,2015,5,28,3,0,11.0,26.42,53.65,8.0,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,942
185,185,13983,2015,7,25,19,8,12.0,26.38,53.7,7.1,Out of all Provinces,6,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,10,942
186,186,15356,2017,2,17,23,51,24.0,26.35,53.63,13.3,Out of all Provinces,6,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,10,942
187,187,477,1931,5,5,6,42,19.0,26.35,54.22,15.0,Out of all Provinces,6,,5.4,,,5.6,,5.6,ISC-GEM,,RM1985,,,ISC-GEM,,0.39,,,,10,943
188,188,2027,1979,11,25,1,7,9.0,26.31,54.23,15.0,Out of all Provinces,6,4.6,3.7,,,,4.7,4.7,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,,10,943
189,189,2048,1980,1,11,16,52,52.0,26.25,54.22,15.0,Out of all Provinces,6,4.4,4.0,,,,4.5,4.5,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,,10,943
190,190,2170,1981,1,25,23,20,9.0,26.34,53.92,,Out of all Provinces,6,4.3,3.7,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,943
191,191,7233,2007,6,3,15,2,53.0,26.29,54.32,5.3,Zagros,5,3.9,3.1,3.2,3.3,,3.1,3.1,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1498,,,10,944
192,192,9948,2010,9,11,16,32,8.0,26.36,54.55,31.4,Zagros,5,3.4,4.3,3.4,3.3,,3.3,3.3,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1493,,,10,944
193,193,7974,2008,4,20,4,55,9.0,26.45,54.63,11.0,Zagros,5,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,10,945
194,194,11821,2013,1,25,6,16,11.0,26.34,54.68,12.5,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,945
195,195,479,1931,5,7,0,45,38.0,26.21,55.03,15.0,Zagros,5,,,,,5.5,,5.5,ISC-GEM,,,,,ISC-GEM,,0.2,,,,10,946
196,196,548,1935,7,2,15,24,55.0,26.24,54.92,15.0,Zagros,5,,,,,5.4,,5.4,ISC-GEM,,,,,ISC-GEM,,0.2,,,,10,946
197,197,3562,1993,11,16,1,32,30.0,26.4,55.0,47.0,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,946
198,198,8184,2008,8,4,9,8,45.0,26.47,54.9,10.0,Zagros,5,4.2,3.0,4.1,3.9,,4.1,4.1,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1482,,,10,946
199,199,8389,2008,10,21,1,22,3.0,26.45,55.07,3.3,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,946
200,200,563,1936,4,21,20,14,0.0,26.29,55.28,,Zagros,5,6.2,5.5,,,,5.8,5.8,AM1982,AM1982,AM1982,,,,Equation(5),,0.2577,,,10,947
201,201,1107,1967,1,29,3,53,59.0,26.46,55.21,5.0,Zagros,5,4.9,5.5,,,,5.1,5.1,ISC-EHB,B1977,B1977,,,,Equation(3),,0.1742,,,10,947
202,202,4103,1998,1,15,4,0,53.0,26.28,55.42,15.0,Out of all Provinces,6,4.0,3.4,,,,4.0,4.0,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,,10,947
203,203,14069,2015,8,29,5,49,1.0,26.44,55.41,15.1,Zagros,5,,,3.4,3.2,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,,10,947
204,204,1648,1975,12,25,21,59,58.0,26.49,55.75,33.0,Out of all Provinces,6,5.2,5.1,,,,5.4,5.4,NEIC,NEIC,M2014,,,,Equation(3),,0.1747,,,10,948
205,205,6717,2006,10,22,4,55,16.0,26.49,55.69,12.2,Zagros,5,,,3.8,3.7,,3.8,3.8,IRSC,,,IRSC,IIEES,,Equation(7),,0.1486,,,10,948
206,206,13066,2014,7,15,11,24,30.0,26.43,55.76,17.3,Out of all Provinces,6,,,3.4,3.4,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,,10,948
207,207,14761,2016,6,13,20,49,7.0,26.44,55.63,18.4,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,948
208,208,14765,2016,6,15,7,29,47.0,26.45,55.68,16.8,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,948
209,209,2201,1981,5,23,14,28,46.0,26.4,55.87,33.0,Out of all Provinces,6,4.3,3.8,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,949
210,210,14011,2015,8,8,22,12,11.0,26.36,56.02,7.2,Out of all Provinces,6,,,3.4,3.1,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,,10,949
211,211,14647,2016,4,30,20,44,49.0,26.48,55.85,16.3,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,949
212,212,16281,2018,1,23,4,33,21.0,26.49,56.45,21.5,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,950
213,213,13386,2014,11,23,13,17,59.0,26.49,56.59,10.7,Out of all Provinces,6,,,4.9,5.0,,4.9,4.9,IRSC      ,,,IRSC,IIEES,,Equation(7),,0.1482,,,10,951
214,214,2810,1987,3,20,11,15,15.0,26.47,56.85,33.0,Makran,4,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,952
215,215,3797,1996,1,18,19,10,31.0,26.36,56.79,,Makran,4,4.0,3.4,,,,4.0,4.0,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,952
216,216,5081,2002,4,11,6,5,32.0,26.32,57.27,24.8,Makran,4,,,4.0,,,4.5,4.5,IRSC,,,IRSC,,,Equation(6),,0.3376,,,10,953
217,217,10081,2010,11,14,14,49,27.0,26.41,57.21,11.1,Makran,4,4.1,3.5,3.9,4.0,,3.9,3.9,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1484,,,10,953
218,218,12158,2013,6,14,5,27,27.0,26.29,57.29,10.0,Makran,4,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,953
219,219,15083,2016,10,22,22,42,57.0,26.36,57.36,20.0,Makran,4,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,953
220,220,16205,2017,12,28,15,1,40.0,26.44,57.35,8.7,Makran,4,,,3.1,,,3.0,3.0,IRSC,,,IRSC,,,Equation(7),,0.15,,,10,953
221,221,9086,2009,9,3,20,15,29.0,26.42,57.54,28.3,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,954
222,222,6018,2005,7,3,18,54,36.0,26.43,57.89,10.0,Makran,4,3.5,3.2,3.8,4.1,,4.2,4.2,ISC,ISC,ISC,IRSC,IIEES,,Equation(8),,0.1892,,,10,955
223,223,6457,2006,6,4,12,16,10.0,26.32,57.94,14.0,Makran,4,,,,3.7,,3.8,3.8,IIEES,,,,IIEES,,Equation(8),,0.1917,,,10,955
224,224,12763,2014,3,18,5,4,37.0,26.49,58.04,10.0,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,955
225,225,4895,2001,10,10,17,50,24.0,26.48,58.42,18.0,Makran,4,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,,10,957
226,226,12085,2013,5,14,16,50,41.0,26.48,58.42,13.1,Makran,4,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,10,957
227,227,15042,2016,10,5,19,51,52.0,26.39,58.59,11.0,Makran,4,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,,10,957
228,228,15105,2016,11,2,18,32,48.0,26.41,58.66,8.1,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,957
229,229,2034,1979,11,28,13,15,27.0,26.23,58.99,10.0,Makran,4,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,958
230,230,2835,1987,6,16,2,30,48.0,26.22,58.89,10.0,Makran,4,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,958
231,231,11556,2012,10,8,20,24,35.0,26.41,58.97,10.0,Makran,4,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,958
232,232,16229,2018,1,4,23,47,22.0,26.37,58.88,28.0,Makran,4,,,3.9,,,3.9,3.9,IRSC,,,IRSC,,,Equation(7),,0.1484,,,10,958
233,233,7689,2007,12,11,4,11,53.0,26.37,59.09,26.0,Makran,4,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,959
234,234,9541,2010,4,2,17,47,24.0,26.49,59.58,31.5,Makran,4,3.9,3.3,3.7,3.5,,3.7,3.7,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1487,,,10,960
235,235,11147,2012,3,29,19,4,3.0,26.25,59.85,10.0,Makran,4,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,961
236,236,6048,2005,8,3,21,40,45.0,26.38,59.96,10.0,Makran,4,3.9,3.6,,,,3.9,3.9,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,10,962
237,237,8799,2009,4,21,13,13,4.0,26.46,60.89,34.2,Makran,4,4.0,3.4,3.9,3.9,,3.9,3.9,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1484,,,10,964
238,238,1926,1979,1,10,15,5,48.0,26.49,60.99,5.0,Makran,4,5.6,5.9,,,6.1,,6.1,ISC-EHB,ISC,ISC,,,GCMT,,0.2,,,,10,965
239,239,1953,1979,4,5,4,5,16.0,26.43,60.9,8.0,Makran,4,4.7,5.0,,,5.5,,5.5,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.2,,,,10,965
240,240,1985,1979,8,13,15,40,11.0,26.37,61.11,33.0,Makran,4,4.4,4.0,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,10,965
241,241,2053,1980,2,1,18,4,12.0,26.39,61.09,15.0,Makran,4,4.8,4.7,,,,4.9,4.9,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1741,,,10,965
242,242,2292,1982,3,28,0,41,10.0,26.43,61.12,,Makran,4,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,965
243,243,2793,1987,1,10,13,6,53.0,26.43,61.0,10.0,Makran,4,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,965
244,244,6537,2006,7,18,23,27,6.5,26.24,61.14,41.0,Makran,4,5.1,4.2,5.1,5.0,5.3,,5.3,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,,10,965
245,245,13759,2015,5,4,11,30,35.3,26.33,61.16,36.3,Makran,4,4.8,4.8,5.1,5.1,5.1,,5.1,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,,10,965
246,246,2036,1979,12,3,9,47,25.0,26.37,61.25,33.0,Makran,4,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,,10,966
247,247,2115,1980,8,29,3,56,38.0,26.36,61.31,33.0,Makran,4,4.4,3.7,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,,10,966
248,248,16957,2018,10,17,14,53,35.0,26.43,61.42,23.0,Makran,4,4.2,,4.5,,,4.5,4.5,IRSC,NEIC,,IRSC,,,Equation(7),,0.1481,,,10,966
249,249,8552,2008,12,29,18,59,16.0,26.31,61.76,10.0,Makran,4,,,4.3,,,4.3,4.3,IRSC,,,IRSC,,,Equation(7),,0.1481,,,10,967
250,250,14442,2016,2,1,23,21,39.0,26.48,62.25,24.2,Makran,4,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,,10,969
251,251,5658,2004,2,10,17,47,30.0,26.42,62.73,45.0,Makran,4,4.5,3.4,,,,4.6,4.6,ISC,ISC,ISC,,,,Equation(3),,0.1739,,,10,970
252,252,15181,2016,12,10,17,53,50.0,26.44,62.75,20.0,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,970
253,253,3790,1996,1,5,15,50,32.0,26.23,63.58,33.0,Makran,4,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,973
254,254,4826,2001,8,5,19,46,57.0,26.75,48.82,23.8,Out of all Provinces,6,,,4.1,,,4.6,4.6,IRSC,,,IRSC,,,Equation(6),,0.3375,,,10,991
255,255,15166,2016,12,2,0,55,46.0,26.66,52.92,6.0,Out of all Provinces,6,,,3.0,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,,10,1004
256,256,886,1960,7,10,13,49,21.0,26.5,53.0,,Out of all Provinces,6,,4.8,,,,5.3,5.3,RM1985,,RM1985,,,,Equation(5),,0.258,,,10,1005
257,257,7141,2007,4,25,20,40,5.0,26.67,53.06,13.6,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,1005
258,258,14605,2016,4,15,0,40,17.0,26.73,53.14,7.6,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,,10,1005
259,259,16897,2018,9,16,6,21,56.0,26.73,53.04,11.3,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,10,1005
260,260,1257,1969,11,7,16,30,26.0,26.55,53.59,23.0,Out of all Provinces,6,5.0,4.6,,,,5.2,5.2,ISC,ISC,M2014,,,,Equation(3),,0.1744,,,10,1006
261,261,1264,1969,12,1,13,4,34.0,26.54,53.55,39.0,Out of all Provinces,6,4.8,4.4,,,,4.9,4.9,ISC,ISC,M2014,,,,Equation(3),,0.1741,,,10,1006
262,262,1446,1973,3,19,22,13,12.0,26.73,53.44,53.0,Zagros,5,4.1,3.4,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,10,1006
263,263,4784,2001,5,24,21,56,28.0,26.77,53.43,15.0,Zagros,5,4.5,3.8,3.2,,4.4,,4.4,ISC-EHB,ISC,ISC,IRSC,,ETHZ,,0.4,,,,10,1006
264,264,6466,2006,6,7,1,46,53.0,26.63,53.3,8.2,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,1006
265,265,9348,2010,1,13,10,22,14.0,26.78,53.51,15.0,Out of all Provinces,6,4.7,3.9,4.6,4.5,,4.6,4.6,ISC-EHB,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,,10,1006
266,266,10048,2010,11,1,8,34,42.0,26.66,53.58,20.0,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,10,1006
267,267,10147,2010,12,9,19,48,25.0,26.6,53.44,10.0,Out of all Provinces,6,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,10,1006
268,268,14670,2016,5,9,10,4,18.0,26.74,53.46,12.6,Zagros,5,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,10,1006
269,269,1254,1969,11,3,21,53,16.0,26.74,53.67,8.0,Zagros,5,4.8,4.4,,,,4.9,4.9,ISC,ISC,M2014,,,,Equation(3),,0.1741,,,20,1007
270,270,1256,1969,11,5,19,2,20.0,26.6,53.71,50.0,Zagros,5,4.9,4.5,,,,5.1,5.1,ISC,ISC,M2014,,,,Equation(3),,0.1742,,,20,1007
271,271,1260,1969,11,15,23,58,50.0,26.74,53.7,15.0,Zagros,5,4.9,4.5,,,5.2,,5.2,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.38,,,,20,1007
272,272,2054,1980,2,6,12,56,5.0,26.69,53.88,14.0,Zagros,5,5.0,4.7,,,,5.2,5.2,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1744,,,20,1007
273,273,4402,2000,1,3,11,30,32.0,26.73,53.67,33.0,Zagros,5,4.2,3.5,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,,20,1007
274,274,4772,2001,5,18,20,41,56.0,26.71,53.79,15.0,Zagros,5,4.1,3.4,3.4,,,4.1,4.1,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,20,1007
275,275,5041,2002,3,4,5,26,56.0,26.61,53.82,15.0,Zagros,5,4.2,3.5,3.2,,,4.2,4.2,ISC-EHB,ISC,M2014,IRSC,,,Equation(3),,0.1738,,,20,1007
276,276,7053,2007,3,25,10,37,58.0,26.58,53.75,23.1,Zagros,5,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,,20,1007
277,277,9822,2010,7,25,12,0,11.0,26.64,53.65,18.0,Zagros,5,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,,20,1007
278,278,9843,2010,8,2,5,38,36.0,26.66,53.84,15.0,Zagros,5,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,,20,1007
279,279,10765,2011,10,19,0,58,3.0,26.78,53.75,14.1,Zagros,5,,,3.9,,,3.9,3.9,IRSC,,,IRSC,,,Equation(7),,0.1484,,,20,1007
280,280,11267,2012,5,19,12,54,12.0,26.63,53.73,10.0,Zagros,5,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,,20,1007
