,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References
0,1337,1971,3,3,2,15,59,22.15,59.26,20,Out of all Provinces,6,5.1,5,,,5.3,,5.3,ISC-EHB,NEIC,NEIC,,,ISC-GEM,,0.2,,,
1,15536,2017,4,27,21,27,29.3,22.4,61.13,10,Out of all Provinces,6,4.8,4.8,4.9,,4.9,,4.9,IRSC,NEIC,NEIC,IRSC,,GCMT,,0.1,,,
2,16284,2018,1,27,11,1,39,22.54,61.56,10,Out of all Provinces,6,4.3,,4.2,,,4.2,4.2,IRSC,NEIC,,IRSC,,,Equation(7),,0.1482,,
3,11757,2013,1,5,22,54,35,22.49,63.02,10,Out of all Provinces,6,4,,,,,4,4,ISC-EHB,ISC,,,,,Equation(3),,0.1738,,
4,6780,2006,11,16,9,36,26.8,22.64,63.28,15,Out of all Provinces,6,5.2,4.7,,,5.3,,5.3,ISC-EHB,NEIC,NEIC,,,GCMT,,0.1,,,
5,599,1939,2,25,5,5,25,22.71,59.46,15,Out of all Provinces,6,,,,,5.5,,5.5,ISC-GEM,,,,,ISC-GEM,,0.44,,,
6,3406,1992,7,19,3,58,1,23.29,63.96,24,Out of all Provinces,6,4.7,4.4,,,,4.8,4.8,ISC-EHB,ISC,M2014,,,,Equation(3),,0.174,,
7,1097,1966,11,12,8,28,22,23.3,61.6,33,Out of all Provinces,6,4.7,4.4,,,,4.8,4.8,NEIC,NEIC,M2014,,,,Equation(3),,0.174,,
8,14426,2016,1,25,21,51,42,23.38,62.21,10,Out of all Provinces,6,4.2,3,,,,4.2,4.2,ISC      ,ISC,ISC,,,,Equation(3),,0.1738,,
9,11946,2013,3,21,8,31,54,23.58,63.66,10,Out of all Provinces,6,4.4,,4.6,,,4.6,4.6,IRSC,ISC,,IRSC,,,Equation(7),,0.1481,,
10,9900,2010,8,22,15,48,28,23.74,49.14,10,Out of all Provinces,6,4,3.4,,,,4,4,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
11,13535,2015,1,29,19,12,25,23.81,49.13,10,Out of all Provinces,6,4.2,3.7,,,,4.2,4.2,ISC      ,ISC,ISC,,,,Equation(3),,0.1738,,
12,5393,2003,3,25,16,6,38,23.71,49.8,18,Out of all Provinces,6,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,
13,11284,2012,6,1,11,3,40,23.68,61.96,10,Out of all Provinces,6,4.9,,,,4.9,,4.9,ISC-EHB,ISC,,,,GCMT,,0.1,,,
14,17063,2018,12,5,4,10,27,23.68,63.99,13.6,Out of all Provinces,6,4.5,,,,,4.6,4.6,NEIC,NEIC,,,,,Equation(3),,0.1739,,
15,6448,2006,6,2,20,33,15,23.89,48.85,35.2,Out of all Provinces,6,3.8,3.3,4.2,,,4.2,4.2,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1482,,
16,4311,1999,6,3,17,57,39,24.13,61.21,10,Out of all Provinces,6,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
17,13791,2015,5,14,16,1,21.3,23.97,61.21,15,Out of all Provinces,6,5.3,5.3,5.3,5.5,5,,5,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
18,13798,2015,5,17,11,16,53.2,23.93,61.24,12.2,Out of all Provinces,6,5.1,5.1,5.2,5.4,5,,5,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
19,2790,1987,1,1,4,31,44,24.44,63.31,33,Out of all Provinces,6,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
20,4039,1997,9,8,6,31,37,24.22,63.26,26,Out of all Provinces,6,4.4,3.9,,,,4.5,4.5,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
21,11754,2013,1,5,5,58,21,24.66,61.88,10,Makran,4,4.6,,4.1,,,4.1,4.1,IRSC,ISC,,IRSC,,,Equation(7),,0.1482,,
22,1488,1973,10,27,9,50,37,24.57,62.17,33,Makran,4,4.7,4.4,,,,4.8,4.8,ISC,ISC,M2014,,,,Equation(3),,0.174,,
23,4125,1998,3,13,15,29,4,24.67,62.19,14,Makran,4,4,3.4,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
24,12253,2013,7,29,14,53,32,24.6,62.59,20,Makran,4,4.4,,4.5,,,4.5,4.5,IRSC,ISC,,IRSC,,,Equation(7),,0.1481,,
25,1375,1971,11,5,14,55,51,24.68,63.07,25,Makran,4,4.9,4.7,,,,5.1,5.1,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1742,,
26,3298,1991,8,28,0,51,53,24.68,62.82,33,Makran,4,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
27,4994,2002,1,9,14,2,28,24.81,56.09,15,Out of all Provinces,6,4.3,3.8,,,,4.3,4.3,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,
28,253,1901,8,6,18,35,0,25,58,,Makran,4,,6.2,,,6.2,,6.2,A2001,,A2001,,,A2001,,0.5,,,
29,5049,2002,3,10,4,55,15,25.03,58.07,15,Makran,4,4.1,3.3,,,,4.1,4.1,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
30,11146,2012,3,29,19,3,48,24.94,60.72,35,Makran,4,3.9,,,,,3.9,3.9,ISC,ISC,,,,,Equation(3),,0.1738,,
31,11662,2012,11,30,8,8,14,25.01,60.85,46.2,Makran,4,4.3,,4.2,,,4.2,4.2,IRSC,ISC,,IRSC,,,Equation(7),,0.1482,,
32,1415,1972,8,6,1,12,51,24.99,61.13,20,Makran,4,5.4,5.4,,,5.7,,5.7,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.2,,,
33,1947,1979,3,18,11,0,28,24.86,61.15,33,Makran,4,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
34,4824,2001,8,4,14,7,47,24.99,61.47,28,Makran,4,4.3,3.6,,,,4.3,4.3,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
35,8375,2008,10,16,10,26,35,24.96,61.41,10,Makran,4,4,3.4,,,,4,4,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
36,6622,2006,9,9,12,22,7,25.02,62.11,28,Makran,4,4.6,3.9,,,,4.7,4.7,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
37,13933,2015,7,5,11,51,55,25,62.1,10,Makran,4,,3,,,,3.9,3.9,ISC      ,,ISC      ,,,,Equation(5),,0.2594,,
38,14832,2016,7,12,10,11,17,25.02,61.99,10,Makran,4,4.3,,,,,4.3,4.3,ISC      ,ISC,,,,,Equation(3),,0.1738,,
39,1226,1969,2,13,11,11,25,24.97,62.71,27,Makran,4,5.1,5,,,,5.3,5.3,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1745,,
40,1731,1977,1,27,0,20,41,24.81,62.5,15,Makran,4,4.8,4.5,,,,4.9,4.9,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1741,,
41,12284,2013,8,13,13,3,47,24.97,62.66,10,Makran,4,4,,,,,4,4,ISC,ISC,,,,,Equation(3),,0.1738,,
42,12478,2013,11,10,13,38,22,25,62.75,35,Makran,4,4,,,,,4,4,ISC,ISC,,,,,Equation(3),,0.1738,,
43,2926,1988,3,14,2,26,40,24.98,62.93,24,Makran,4,4.7,4.4,,,,4.8,4.8,ISC-EHB,ISC,M2014,,,,Equation(3),,0.174,,
44,3469,1993,2,4,19,41,32,24.84,62.85,25,Makran,4,5.1,4.8,,,,5.3,5.3,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1745,,
45,7168,2007,5,6,3,53,53,24.95,62.94,27,Makran,4,4.3,3.6,,,,4.3,4.3,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
46,7170,2007,5,6,10,57,56,24.98,62.92,27,Makran,4,4.5,4.2,,,,4.6,4.6,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
47,10623,2011,8,8,4,7,21,25.01,62.82,10,Makran,4,4.2,3.6,,,,4.2,4.2,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
48,14909,2016,8,8,5,5,51,24.85,63.09,9.2,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
49,16581,2018,5,16,13,9,41,25,63.08,11,Makran,4,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
50,635,1943,2,6,2,36,0,24.8,63.24,15,Makran,4,,6,,,6.2,,6.2,ISC-GEM,,RM1985,,,ISC-GEM,,0.61,,,
51,724,1950,7,9,0,28,26,25.01,63.14,15,Makran,4,,5.2,,,5.7,,5.7,ISC-GEM,,QJ1979,,,ISC-GEM,,0.2,,,
52,764,1952,12,28,18,40,25,24.89,63.21,15,Makran,4,,4.9,,,5.5,,5.5,ISC-GEM,,QJ1979,,,ISC-GEM,,0.2,,,
53,1418,1972,8,18,10,3,5,24.82,63.13,33,Makran,4,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
54,1481,1973,9,2,7,23,16,24.8,63.15,26,Makran,4,5.2,5.1,,,,5.4,5.4,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1747,,
55,3361,1992,1,30,5,22,1.4,24.95,63.16,26,Out of all Provinces,6,5.6,5.8,,,5.8,,5.8,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,
56,3389,1992,5,17,3,55,42,24.92,63.25,30,Makran,4,4.7,4.7,,,,4.8,4.8,ISC,ISC,ISC,,,,Equation(3),,0.174,,
57,4143,1998,4,19,19,57,23,25.01,63.27,24,Makran,4,4.5,4.1,,,,4.6,4.6,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
58,4312,1999,6,4,4,46,43,24.97,63.24,33,Makran,4,4,3.4,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
59,16778,2018,8,3,23,24,2,24.9,63.31,15,Makran,4,4,,3.9,,,3.9,3.9,IRSC,NEIC,,IRSC,,,Equation(7),,0.1484,,
60,652,1945,11,27,21,56,54,24.98,63.68,15,Makran,4,,8,,,8.1,,8.1,ISC-GEM,,A2001,,,ISC-GEM,,0.3,,,
61,729,1950,11,14,22,4,47,24.89,63.5,15,Makran,4,,5,,,5.5,,5.5,ISC-GEM,,QJ1979,,,ISC-GEM,,0.2,,,
62,504,1932,4,18,11,23,27,24.99,63.77,15,Makran,4,,5.8,,,6.1,,6.1,ISC-GEM,,RM1985,,,ISC-GEM,,0.2,,,
63,5065,2002,3,28,5,13,6,25.17,54.63,18,Out of all Provinces,6,,,3.7,,,4.2,4.2,IRSC,,,IRSC,,,Equation(6),,0.3383,,
64,5051,2002,3,11,20,6,37.2,25.17,56.09,26,Out of all Provinces,6,5,4.1,4.3,,5,,5,ISC-EHB,NEIC,NEIC,IRSC,,GCMT,,0.1,,,
65,7016,2007,3,10,18,15,14,25.28,56.05,7,Out of all Provinces,6,4.2,3.7,4.2,4.1,,4.2,4.2,ISC-EHB,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1482,,
66,7816,2008,2,2,21,25,16,25.28,56.07,16,Out of all Provinces,6,4,3.4,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
67,11585,2012,10,21,16,13,22,25.31,56.21,12.8,Out of all Provinces,6,4.1,,,,,4.1,4.1,ISC,ISC,,,,,Equation(3),,0.1738,,
68,3391,1992,5,20,2,2,9,25.3,57.8,33,Makran,4,4.5,4.1,,,,4.6,4.6,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
69,6135,2005,11,24,21,26,43,25.21,60.13,10,Makran,4,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
70,6134,2005,11,24,21,17,47,25.09,60.3,10,Makran,4,4.2,3.7,,,,4.2,4.2,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,
71,16872,2018,9,7,6,58,9,25.21,60.71,28,Makran,4,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
72,1779,1977,7,3,6,38,41,25.16,60.92,27,Makran,4,4.7,4.4,,,,4.8,4.8,ISC,ISC,M2014,,,,Equation(3),,0.174,,
73,1275,1970,1,19,20,32,0,25.3,61.34,33,Makran,4,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
74,1087,1966,8,22,21,28,31,25.1,61.8,33,Makran,4,4.7,4.4,,,,4.8,4.8,NEIC,NEIC,M2014,,,,Equation(3),,0.174,,
75,7151,2007,4,29,6,33,52,25.21,62.11,29,Makran,4,4.8,4.2,,,,4.9,4.9,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1741,,
76,1825,1978,2,10,20,50,48,25.26,62.33,25,Makran,4,5.1,5.5,,,5.3,,5.3,ISC-EHB,NEIC,NEIC,,,ISC-GEM,,0.38,,,
77,4033,1997,8,28,12,11,33,25.27,62.33,24,Makran,4,4.4,3.8,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
78,14380,2016,1,10,22,24,22,25.24,62.32,28,Makran,4,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
79,16035,2017,11,8,20,58,16,25.04,62.43,20,Makran,4,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
80,954,1963,8,12,18,29,38,25.2,62.66,20,Makran,4,5.2,5.1,,,,5.4,5.4,ISC-EHB,NEIC,M2014,,,,Equation(3),,0.1747,,
81,3565,1993,12,19,11,45,31,25.24,62.57,25,Makran,4,5.1,4.9,,,,5.3,5.3,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1745,,
82,8875,2009,6,2,18,36,15,25.17,62.52,33,Makran,4,3.7,3.1,,,,3.6,3.6,ISC,ISC,ISC,,,,Equation(3),,0.1739,,
83,10044,2010,10,31,9,37,11,25.19,62.48,33,Makran,4,3.7,3.4,,,,3.6,3.6,ISC,ISC,ISC,,,,Equation(3),,0.1739,,
84,12658,2014,1,30,16,1,45,25.12,62.78,10,Makran,4,4.6,3.6,4.6,,,4.6,4.6,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1481,,
85,1204,1968,8,3,14,1,40,25.19,62.87,29,Makran,4,4.7,4.4,,,,4.8,4.8,ISC,ISC,M2014,,,,Equation(3),,0.174,,
86,1609,1975,7,29,13,25,21,25.09,62.97,24,Makran,4,5.4,4.9,,,,5.7,5.7,ISC-EHB,NEIC,NEIC,,,,Equation(3),,0.1751,,
87,2632,1985,5,5,21,44,3,25.1,63.11,33,Makran,4,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
88,3346,1991,12,7,14,22,32,25.15,62.97,29,Makran,4,5.3,5.1,,,5.6,,5.6,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,
89,7169,2007,5,6,4,1,0,25.04,62.94,27,Makran,4,4.7,4.1,4.5,,,4.5,4.5,ISC-EHB,ISC,ISC,IRSC,,,Equation(7),,0.1481,,
90,8690,2009,2,25,5,3,6,25.08,62.92,60,Makran,4,4.6,3.6,4.7,,,4.7,4.7,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1481,,
91,13758,2015,5,3,20,43,37,25.08,62.88,30,Makran,4,4.3,3.3,4.3,,,4.3,4.3,IRSC,ISC,ISC,IRSC,,,Equation(7),,0.1481,,
92,14400,2016,1,16,21,46,11,25.24,62.81,19,Makran,4,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,
93,16841,2018,8,27,12,9,2,25.08,62.9,10,Makran,4,4.9,,,,,5.1,5.1,NEIC,NEIC,,,,,Equation(3),,0.1742,,
94,674,1947,8,5,14,24,15,25.14,63.37,15,Makran,4,,7,,,6.8,,6.8,ISC-GEM,,A2001,,,ISC-GEM,,0.3,,,
95,1657,1976,2,3,14,54,18,25.3,63.42,25,Makran,4,4.7,4.4,,,5.1,,5.1,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.2,,,
96,2789,1986,12,31,16,56,49,25.26,63.25,24,Makran,4,5,4.3,,,,5.2,5.2,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1744,,
97,3549,1993,10,11,9,13,4,25.27,63.34,24,Makran,4,4.5,4.5,,,,4.6,4.6,ISC,ISC,ISC,,,,Equation(3),,0.1739,,
98,11928,2013,3,11,21,20,34,25.2,63.23,28,Makran,4,3.9,,,,,3.9,3.9,ISC,ISC,,,,,Equation(3),,0.1738,,
99,15329,2017,2,7,22,3,55.7,25.21,63.25,10,Makran,4,6,6.3,6.1,,6.4,,6.4,IRSC,NEIC,NEIC,IRSC,,GCMT,,0.1,,,
100,16548,2018,5,3,7,58,7,25.05,63.17,10,Makran,4,4.5,,,,,4.6,4.6,NEIC,NEIC,,,,,Equation(3),,0.1739,,
101,609,1940,1,7,9,1,57,25.23,63.66,15,Makran,4,,,,,5.6,,5.6,ISC-GEM,,,,,ISC-GEM,,0.2,,,
102,681,1948,1,30,8,43,54,25.06,63.47,15,Makran,4,,6.4,,,6.5,,6.5,ISC-GEM,,A2001,,,ISC-GEM,,0.2,,,
103,2168,1981,1,21,20,27,13,25.06,63.52,,Makran,4,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
104,2941,1988,5,16,7,22,37,25.05,63.53,33,Makran,4,4,3.4,,,,4,4,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,
105,2524,1984,4,12,11,19,9,25.43,55.97,33,Out of all Provinces,6,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
106,7491,2007,9,13,15,47,8,25.44,56.07,17,Out of all Provinces,6,4.6,3.9,4.7,,,4.7,4.7,ISC-EHB,ISC,ISC,IRSC,,,Equation(7),,0.1481,,
107,7808,2008,2,2,1,44,14,25.58,56.21,2.1,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
108,8827,2009,5,7,22,44,4.4,25.36,57.07,27.5,Out of all Provinces,6,5.4,4.4,4.8,4.9,5.1,,5.1,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
109,4122,1998,3,5,11,12,2,25.61,59.36,27,Makran,4,4.2,3.4,,,,4.2,4.2,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
110,10545,2011,7,4,20,19,4,25.42,60.09,10,Makran,4,3.7,3.2,,,,3.6,3.6,ISC,ISC,ISC,,,,Equation(3),,0.1739,,
111,1873,1978,7,14,0,38,39,25.56,60.33,33,Makran,4,4.2,3.7,,,,4.2,4.2,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
112,1235,1969,6,4,16,21,32,25.5,61.13,19,Makran,4,4.7,4.4,,,,4.8,4.8,ISC,ISC,M2014,,,,Equation(3),,0.174,,
113,3049,1989,4,13,5,11,35,25.6,62,33,Makran,4,4.3,3.8,,,,4.3,4.3,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
114,2017,1979,10,25,17,37,4,25.56,62.32,22,Makran,4,4.8,4.5,,,5.2,,5.2,ISC-GEM,ISC,ISC,,,ISC-GEM,,0.2,,,
115,3139,1990,4,10,18,38,30,25.41,62.96,33,Makran,4,4,3.4,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
116,14731,2016,6,1,9,8,20,25.33,62.93,28,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
117,2805,1987,3,2,21,51,5,25.56,63.24,10,Makran,4,4.7,4.4,,,,4.8,4.8,ISC,ISC,M2014,,,,Equation(3),,0.174,,
118,9754,2010,6,23,11,47,55,25.59,63.41,35,Makran,4,4.2,4.1,,,,4.2,4.2,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1738,,
119,629,1941,10,29,7,43,17,25.46,63.73,15,Makran,4,,,,,5.6,,5.6,ISC-GEM,,,,,ISC-GEM,,0.2,,,
120,5132,2002,6,3,20,17,30,25.5,63.5,29,Makran,4,4.6,4.1,,,,4.7,4.7,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
121,697,1949,1,2,12,50,29,25.38,63.9,15,Makran,4,,,,,6.1,,6.1,ISC-GEM,,,,,ISC-GEM,,0.51,,,
122,1438,1973,1,13,14,14,40,25.51,63.83,30,Makran,4,4.7,4.4,,,5.3,,5.3,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.53,,,
123,5480,2003,8,4,4,53,40,25.76,44.67,18,Out of all Provinces,6,,,3.9,,,4.4,4.4,IRSC,,,IRSC,,,Equation(6),,0.3378,,
124,4902,2001,10,14,1,20,9,25.8,49.79,18,Out of all Provinces,6,,,3.7,,,4.2,4.2,IRSC,,,IRSC,,,Equation(6),,0.3383,,
125,8593,2009,1,16,6,32,10,25.88,54.38,18.1,Out of all Provinces,6,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
126,11542,2012,10,4,8,28,48,25.77,56.33,12,Out of all Provinces,6,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
127,6782,2006,11,16,18,1,10,25.91,57.57,26.8,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
128,3099,1989,12,7,12,59,32.6,25.91,58.97,10,Makran,4,5.7,5.6,,,5.9,,5.9,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,
129,7599,2007,11,4,5,9,48,25.9,58.88,19.1,Makran,4,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
130,8204,2008,8,11,12,54,34,25.9,59.59,28.1,Makran,4,4.6,3.4,4.3,3.9,,4.3,4.3,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,
131,15307,2017,2,1,7,4,31,25.76,59.45,20,Makran,4,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
132,6136,2005,11,25,2,27,29,25.85,60.08,10,Makran,4,3.9,3.5,,,,3.9,3.9,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
133,14236,2015,11,7,15,20,24,25.71,61.19,10,Makran,4,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
134,3448,1992,12,17,10,39,28.8,25.9,61.45,39,Makran,4,5.7,5.4,,,5.7,,5.7,ISC-EHB,NEIC,NEIC,,,GCMT,,0.2,,,
135,15783,2017,7,27,14,13,21,25.74,61.79,8,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
136,5430,2003,5,15,6,34,15,25.83,62.1,33,Makran,4,3.9,3.4,,,,3.9,3.9,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
137,1870,1978,6,28,16,0,56,25.68,62.24,33,Makran,4,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
138,2431,1983,6,17,0,29,41,25.84,62.62,33,Makran,4,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
139,14815,2016,7,6,2,45,38,25.75,63.14,20,Makran,4,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,
140,6191,2006,1,19,22,45,11,25.95,49.61,18,Out of all Provinces,6,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
141,8273,2008,9,6,0,0,14,25.97,53.59,12.3,Out of all Provinces,6,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
142,1156,1967,11,22,6,15,8,26,54,33,Out of all Provinces,6,4.9,4.5,,,,5.1,5.1,ISC,ISC,M2014,,,,Equation(3),,0.1742,,
143,1603,1975,6,20,9,16,43,26.17,54.37,41,Out of all Provinces,6,4.6,4.1,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
144,2563,1984,9,6,22,21,4,26.1,54.38,15,Out of all Provinces,6,4.9,4.8,,,,5.1,5.1,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1742,,
145,4059,1997,10,28,1,4,46,26.1,55.1,33,Out of all Provinces,6,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
146,15179,2016,12,9,16,6,8,26.17,54.99,14.9,Out of all Provinces,6,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
147,8893,2009,6,8,18,13,58,26.11,56.19,27.9,Out of all Provinces,6,3.8,3.4,,,,3.7,3.7,IRSC,ISC,ISC,,,,Equation(3),,0.1739,,
148,8894,2009,6,8,18,14,2,26.11,56.19,27.9,Out of all Provinces,6,,,3.9,3.7,,3.9,3.9,IRSC,,,IRSC,IIEES,,Equation(7),,0.1484,,
149,677,1947,10,3,6,13,51,26.14,57.34,15,Makran,4,,6,,,6.1,,6.1,ISC-GEM,,RM1985,,,ISC-GEM,,0.2,,,
150,2090,1980,5,22,14,45,0,26.2,57.39,,Makran,4,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
151,2802,1987,2,18,20,46,56,26.05,57.39,15,Makran,4,4.5,4.7,,,,4.6,4.6,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1739,,
152,4406,2000,1,26,6,17,6,26.2,57.38,33,Makran,4,4,3.4,,,,4,4,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
153,13816,2015,5,24,0,39,13,26.14,57.31,20,Makran,4,,,4,3.8,,4,4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,
154,14006,2015,8,7,4,25,17,26.07,57.27,28,Makran,4,,,4,3.7,,4,4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,
155,15750,2017,7,15,23,5,49,26.1,57.6,12,Makran,4,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
156,16888,2018,9,14,13,40,6,25.97,57.63,19.4,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
157,16899,2018,9,16,11,49,52,25.94,57.66,19.8,Makran,4,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,
158,16938,2018,10,4,3,10,5,26.16,57.66,6.4,Makran,4,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
159,16944,2018,10,9,22,51,16,25.95,57.62,17.8,Makran,4,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
160,10175,2010,12,22,19,4,49,26.17,57.89,36,Makran,4,4.3,3.1,4.3,4.1,,4.3,4.3,IRSC,ISC,ISC,IRSC,IIEES,,Equation(7),,0.1481,,
161,14399,2016,1,16,15,59,17,26.12,57.73,20,Makran,4,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
162,8106,2008,6,23,1,21,55,26.13,58.27,2.3,Makran,4,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
163,13629,2015,3,10,21,32,23,26.17,58.29,7.8,Makran,4,,4.2,,4.4,,4.5,4.5,ISC      ,,ISC      ,,IIEES,,Equation(8),,0.1883,,
