,Unnamed: 0,Year,Month,Day,Hour,Minute,Second,Lat,Lon,Depth,Seismotectonic unit,Unit no.,mb,Ms,MN,ML,Mw (reported),Mw (estimated),Mw,Location Ref.,mb Ref.,Ms Ref.,MN Ref.,ML Ref.,Mw Ref. (reported),Mw Ref. (estimated),Assumed_uncertainty of Mw,1 Standard deviatoion for converted Mw,Unnamed: 27,References
13075,11080,2012,2,29,18,15,59,37.05,50.3,9.9,Alborz-Azerbaijan,1,,,,3.8,,3.9,3.9,IIEES,,,,IIEES,,Equation(8),,0.1909,,
13076,12808,2014,4,4,18,10,1,37.21,50.21,17.3,Alborz-Azerbaijan,1,,,3.2,3,,3.1,3.1,IRSC,,,IRSC,IIEES,,Equation(7),,0.1498,,
13077,13905,2015,6,25,22,44,50,37.2,50.18,9,Alborz-Azerbaijan,1,,,3.4,3.3,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,
13078,16143,2017,12,5,15,27,16,37.25,50.24,23.5,Alborz-Azerbaijan,1,4.8,,4.7,,4.9,,4.9,IRSC,NEIC,,IRSC,,BHRC,,,,,
13079,16512,2018,4,18,21,20,23,37.07,50.17,19.3,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13080,1580,1975,3,13,17,33,12,37.08,50.69,27,Alborz-Azerbaijan,1,4.4,3.9,,,,4.5,4.5,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
13081,4111,1998,1,30,19,44,40,37.07,50.62,47,Alborz-Azerbaijan,1,4,3.4,4.3,,,4,4,ISC,ISC,M2014,IRSC,,,Equation(3),,0.1738,,
13082,6917,2007,1,22,19,54,10,37.12,50.65,14.7,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13083,8650,2009,2,8,18,13,53,37.01,50.64,15.4,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13084,9665,2010,5,22,1,27,16,36.97,50.56,4,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13085,10098,2010,11,22,2,22,58,37.16,50.45,5,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13086,13041,2014,7,5,18,52,26,37.08,50.54,14.3,Alborz-Azerbaijan,1,,,3.7,3.6,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,
13087,970,1964,2,8,6,28,27,37.1,51.04,40,Alborz-Azerbaijan,1,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
13088,4804,2001,6,24,7,5,2,37.01,50.75,15,Alborz-Azerbaijan,1,,,3.8,,,4.3,4.3,IRSC,,,IRSC,,,Equation(6),,0.338,,
13089,16335,2018,2,18,22,4,2,36.97,50.79,20.6,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13090,15435,2017,3,21,13,51,26,37,51.11,22,Alborz-Azerbaijan,1,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
13091,5181,2002,7,7,18,49,49,36.97,51.46,18,Alborz-Azerbaijan,1,,,3.9,,,4.4,4.4,IRSC,,,IRSC,,,Equation(6),,0.3378,,
13092,4500,2000,6,19,23,15,3,36.98,51.96,2.7,Out of all Provinces,6,,,3.5,,,4,4,IRSC,,,IRSC,,,Equation(6),,0.3389,,
13093,9171,2009,10,22,19,31,44,36.98,52.93,9,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13094,9784,2010,7,7,1,29,48,37.02,52.77,10,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13095,10788,2011,10,26,17,9,56,36.97,52.94,8.6,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13096,382,1924,9,27,10,12,0,37,53,16,Alborz-Azerbaijan,1,,4.9,,,,5.3,5.3,RM1985,,RM1985,,,,Equation(5),,0.2579,,
13097,5171,2002,6,28,17,28,9,37.23,53.1,24.4,Out of all Provinces,6,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,
13098,9334,2010,1,5,12,15,46,37.08,53,9.9,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13099,11107,2012,3,13,4,45,39,37.11,53.23,14.5,Alborz-Azerbaijan,1,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
13100,12171,2013,6,18,2,55,57,37.06,53.27,13.3,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13101,12498,2013,11,20,19,13,5,37.2,53.58,5,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13102,11163,2012,4,10,17,19,31,37.15,53.81,8.6,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13103,12082,2013,5,12,12,4,31,37.17,53.9,10,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13104,12885,2014,5,8,17,23,6,37.11,53.72,13.1,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13105,13080,2014,7,22,1,16,49,37.06,53.84,17.3,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13106,14409,2016,1,20,7,40,50,37.08,53.82,8.4,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13107,3085,1989,9,13,7,1,32,37.24,54.23,30,Alborz-Azerbaijan,1,5.1,4.4,,,,5.3,5.3,ISC-EHB,ISC,ISC,,,,Equation(3),,0.1745,,
13108,4499,2000,6,19,23,14,31,37.03,54.2,18,Alborz-Azerbaijan,1,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,
13109,6377,2006,4,24,19,11,23,37.17,54.09,12.3,Alborz-Azerbaijan,1,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
13110,6742,2006,11,2,0,58,3,36.98,54.21,22.6,Alborz-Azerbaijan,1,,,3.6,,,3.6,3.6,IRSC,,,IRSC,,,Equation(7),,0.1489,,
13111,7249,2007,6,8,2,3,53,37.24,54.06,2,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13112,10620,2011,8,6,19,51,19,37.09,54.07,0.6,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13113,11447,2012,8,21,0,59,25,37.25,53.93,8.4,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13114,11496,2012,9,9,16,37,10,37.2,54.14,8.6,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13115,12776,2014,3,24,4,11,20,37.22,53.93,16.1,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13116,15896,2017,9,13,16,6,49,37.09,54.19,9.3,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13117,1833,1978,3,2,11,42,16,37.18,54.45,57,Alborz-Azerbaijan,1,4.6,4.2,,,,4.7,4.7,ISC,ISC,M2014,,,,Equation(3),,0.1739,,
13118,4546,2000,8,16,12,53,2,37.01,54.45,15,Alborz-Azerbaijan,1,5,4.5,,,4.9,,4.9,GCMT,NEIC,NEIC,,,GCMT,,0.1,,,
13119,5847,2004,10,7,21,46,20.3,37.15,54.43,30,Alborz-Azerbaijan,1,5.6,5.4,5.9,6.2,5.6,,5.6,ISC-EHB,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
13120,5921,2005,1,10,18,47,30.2,37.15,54.47,32,Alborz-Azerbaijan,1,5.3,5.1,,,5.3,,5.3,ISC-EHB,NEIC,NEIC,,,GCMT,,0.1,,,
13121,6068,2005,8,26,2,21,39,37.2,54.42,10,Alborz-Azerbaijan,1,4.2,3.2,4.6,4.2,,4.2,4.2,ISC,ISC,ISC,IRSC,IIEES,,Equation(3),,0.1738,,
13122,6584,2006,8,15,13,1,32,37.09,54.5,1.6,Alborz-Azerbaijan,1,,,3.7,,,3.7,3.7,IRSC,,,IRSC,,,Equation(7),,0.1487,,
13123,7195,2007,5,18,9,29,57,36.98,54.41,8.8,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13124,7456,2007,8,30,16,49,30,37.12,54.41,11.7,Alborz-Azerbaijan,1,,,4,,,4,4,IRSC,,,IRSC,,,Equation(7),,0.1483,,
13125,7674,2007,12,6,7,20,10,37.25,54.43,7.4,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13126,8699,2009,2,28,23,8,31,37.14,54.4,6.8,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13127,8738,2009,3,16,6,17,10,37.11,54.43,11.7,Alborz-Azerbaijan,1,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
13128,9257,2009,12,3,15,5,9,37.25,54.48,5.5,Alborz-Azerbaijan,1,3.8,3.1,3.9,3.8,,3.9,3.9,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1484,,
13129,9833,2010,7,29,4,16,26,37.25,54.52,8.5,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13130,10366,2011,4,1,15,9,48,37.05,54.52,5.4,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13131,10954,2012,1,5,5,1,3,37.2,54.41,28,Alborz-Azerbaijan,1,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
13132,11079,2012,2,29,13,22,56,37.19,54.4,5,Alborz-Azerbaijan,1,,,4.5,,,4.5,4.5,IRSC,,,IRSC,,,Equation(7),,0.1481,,
13133,11113,2012,3,15,16,28,13,37.09,54.51,10,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13134,11162,2012,4,9,9,23,46,37.09,54.37,19.4,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13135,11171,2012,4,12,15,1,41,37.16,54.47,7.6,Alborz-Azerbaijan,1,,,4,,,4,4,IRSC,,,IRSC,,,Equation(7),,0.1483,,
13136,11712,2012,12,19,5,52,39,37.16,54.38,20,Alborz-Azerbaijan,1,,,4.1,,,4.1,4.1,IRSC,,,IRSC,,,Equation(7),,0.1482,,
13137,11752,2013,1,4,20,58,15,37.09,54.47,15.4,Alborz-Azerbaijan,1,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
13138,11768,2013,1,8,1,1,10,37.16,54.48,12.8,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13139,12095,2013,5,21,5,30,23,37.19,54.45,12.4,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13140,12646,2014,1,26,7,31,23,37.21,54.37,9.5,Alborz-Azerbaijan,1,,,3.4,3.2,,3.3,3.3,IRSC,,,IRSC,IIEES,,Equation(7),,0.1493,,
13141,13481,2015,1,5,12,43,33,37.22,54.4,19.1,Alborz-Azerbaijan,1,,,4.4,,,4.4,4.4,IRSC,,,IRSC,,,Equation(7),,0.1481,,
13142,13539,2015,2,1,8,39,52,37.02,54.24,20,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13143,14099,2015,9,11,8,13,4,37.23,54.49,20.9,Alborz-Azerbaijan,1,,,3.6,3.4,,3.6,3.6,IRSC,,,IRSC,IIEES,,Equation(7),,0.1489,,
13144,14504,2016,2,28,22,10,35,37.25,54.24,17.6,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13145,14926,2016,8,15,6,55,22,37.16,54.53,19.2,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13146,15701,2017,6,30,19,22,38,37.23,54.45,15.3,Alborz-Azerbaijan,1,,,4,,,4,4,IRSC,,,IRSC,,,Equation(7),,0.1483,,
13147,16186,2017,12,22,16,7,12,37.21,54.46,10.8,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13148,1293,1970,4,3,20,53,54,37.06,54.7,26,Alborz-Azerbaijan,1,5,4.8,,,5.3,,5.3,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.29,,,
13149,2192,1981,4,27,21,10,10,37.25,54.65,41,Alborz-Azerbaijan,1,4.1,3.5,,,,4.1,4.1,ISC,ISC,M2014,,,,Equation(3),,0.1738,,
13150,4542,2000,8,15,11,12,43,36.97,54.76,,Alborz-Azerbaijan,1,,,3.5,3.4,,4,4,IRSC,,,IRSC,IIEES,,Equation(6),,0.3389,,
13151,5691,2004,3,7,22,17,57,37.18,54.84,18,Alborz-Azerbaijan,1,,,4.1,,,4.6,4.6,IRSC,,,IRSC,,,Equation(6),,0.3375,,
13152,6144,2005,12,15,8,41,12,37.18,54.61,10,Alborz-Azerbaijan,1,,,4,3.8,,3.9,3.9,IRSC,,,IRSC,IIEES,,Equation(8),,0.1909,,
13153,6222,2006,2,12,0,36,7,37.16,54.57,3.3,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13154,6301,2006,3,17,19,37,39,37.05,54.67,10,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13155,6817,2006,12,7,10,55,45,37.12,54.7,5.5,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13156,6999,2007,3,2,19,25,42,37.17,54.81,14,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13157,7282,2007,6,21,7,52,13,37.23,54.56,8.8,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13158,7622,2007,11,13,4,5,55,36.98,54.83,2.8,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13159,8333,2008,10,2,9,12,2,37.03,54.79,2.6,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13160,8672,2009,2,20,19,48,26,37.08,54.65,7.4,Alborz-Azerbaijan,1,3.6,2.8,4,3.9,,4,4,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1483,,
13161,9794,2010,7,11,19,33,48,37.25,54.77,7,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13162,10605,2011,8,1,4,58,7,37.16,54.64,9.9,Alborz-Azerbaijan,1,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
13163,12354,2013,9,21,23,1,0,37.12,54.56,13,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13164,12494,2013,11,18,13,36,54,37.02,54.59,17,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13165,12547,2013,12,11,5,27,11,37.02,54.86,16.7,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13166,13862,2015,6,8,4,33,40,37.02,54.73,11.7,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13167,14600,2016,4,13,13,1,27,37.25,54.75,17.4,Alborz-Azerbaijan,1,,,3.8,,,3.8,3.8,IRSC,,,IRSC,,,Equation(7),,0.1486,,
13168,14871,2016,7,24,12,5,10,37.13,54.59,8,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13169,15211,2016,12,25,9,38,54,37.15,54.82,14.2,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13170,15543,2017,4,29,13,37,25,37.07,54.58,15.6,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13171,15592,2017,5,20,11,35,17,37.12,54.62,16.6,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13172,16347,2018,2,21,10,14,27,37.15,54.65,8,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13173,676,1947,9,26,12,16,7,37,55,10,Alborz-Azerbaijan,1,,4.3,,,,4.9,4.9,RM1985,,RM1985,,,,Equation(5),,0.2582,,
13174,6545,2006,7,24,1,24,7,37.03,54.94,3.7,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13175,6549,2006,7,26,9,36,30,37.17,54.94,10,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13176,6977,2007,2,20,12,7,34,37.04,55.1,8.5,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13177,7331,2007,7,10,8,28,3,37.06,54.87,10,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13178,7898,2008,3,18,23,32,52,36.99,55.14,13.1,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13179,8020,2008,5,15,5,22,9,37.24,55.01,10.8,Alborz-Azerbaijan,1,3.9,3.2,4.1,4.1,,4.1,4.1,IRSC,ISC,M2014,IRSC,IIEES,,Equation(7),,0.1482,,
13180,8202,2008,8,10,0,29,49,36.98,55,4.3,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13181,8639,2009,2,6,0,43,24,36.98,55.09,2.4,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13182,8677,2009,2,22,8,22,51,36.97,55.11,1.8,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13183,8855,2009,5,23,8,20,0,37.15,55.17,28.1,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13184,10590,2011,7,24,17,43,56,37.06,54.94,6,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13185,10860,2011,11,26,12,4,57,37.03,54.99,11.2,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13186,12469,2013,11,6,21,44,47,37.01,54.88,17.3,Alborz-Azerbaijan,1,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13187,13110,2014,8,1,17,39,50,36.99,55.1,10,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13188,15514,2017,4,18,3,47,25,36.97,55.08,13.1,Alborz-Azerbaijan,1,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13189,952,1963,8,11,8,43,47,37.1,55.2,33,Alborz-Azerbaijan,1,4.4,3.9,,,,4.5,4.5,NEIC,NEIC,M2014,,,,Equation(3),,0.1738,,
13190,1757,1977,5,2,15,17,49,37,55.27,15,Alborz-Azerbaijan,1,5.1,5,,,5.3,,5.3,ISC-EHB,ISC,ISC,,,ISC-GEM,,0.2,,,
13191,2536,1984,6,15,18,50,10,37.16,55.36,15,Koppeh Dagh,3,4.4,3.9,,,,4.5,4.5,ISC-EHB,ISC,M2014,,,,Equation(3),,0.1738,,
13192,3528,1993,7,13,14,22,54,37.01,55.31,26,Alborz-Azerbaijan,1,4.6,3.9,,,,4.7,4.7,ISC,ISC,ISC,,,,Equation(3),,0.1739,,
13193,6027,2005,7,12,21,28,23,37.21,55.44,10,Koppeh Dagh,3,,,3.6,3.1,,4.1,4.1,IRSC,,,IRSC,IIEES,,Equation(6),,0.3386,,
13194,7752,2008,1,5,9,22,55,36.99,55.28,15.1,Alborz-Azerbaijan,1,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13195,9038,2009,8,13,4,59,35,37.11,55.44,9.3,Koppeh Dagh,3,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13196,9197,2009,10,30,12,17,9,37.1,55.23,9.8,Alborz-Azerbaijan,1,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13197,9272,2009,12,8,17,26,26,37.25,55.29,3.2,Koppeh Dagh,3,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13198,9851,2010,8,4,21,12,25,37.05,55.42,8.9,Koppeh Dagh,3,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13199,10597,2011,7,26,11,30,7,37.04,55.45,2.7,Koppeh Dagh,3,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13200,10662,2011,8,30,16,12,43,37.21,55.43,1.3,Koppeh Dagh,3,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13201,10897,2011,12,11,15,21,17,37.13,55.27,8,Alborz-Azerbaijan,1,,,4.1,,,4.1,4.1,IRSC,,,IRSC,,,Equation(7),,0.1482,,
13202,13767,2015,5,6,17,23,31,37.01,55.34,10.6,Koppeh Dagh,3,,,3.5,3.5,,3.4,3.4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1491,,
13203,15134,2016,11,15,18,48,14,37.08,55.22,11.4,Alborz-Azerbaijan,1,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13204,15877,2017,9,4,8,19,42,37.24,55.48,5.1,Koppeh Dagh,3,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13205,1974,1979,6,8,17,46,10,37.07,55.61,3,Koppeh Dagh,3,4.4,4.2,,,,4.5,4.5,ISC,ISC,ISC,,,,Equation(3),,0.1738,,
13206,3336,1991,11,25,10,39,0,37.11,55.67,25,Koppeh Dagh,3,4.7,4.1,,,,4.8,4.8,ISC-EHB,ISC,ISC,,,,Equation(3),,0.174,,
13207,5222,2002,8,29,15,16,58,37.05,55.68,10.9,Koppeh Dagh,3,,,3.5,,,4,4,IRSC,,,IRSC,,,Equation(6),,0.3389,,
13208,5876,2004,11,11,20,22,25,37.03,55.58,21.1,Koppeh Dagh,3,,,3.6,,,4.1,4.1,IRSC,,,IRSC,,,Equation(6),,0.3386,,
13209,6528,2006,7,14,20,50,48,37.05,55.59,16,Koppeh Dagh,3,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13210,6564,2006,8,3,10,55,29,37.24,55.56,12.1,Koppeh Dagh,3,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13211,7005,2007,3,6,14,52,15,37.11,55.74,3.4,Koppeh Dagh,3,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13212,7693,2007,12,12,6,37,38,37.15,55.71,15.7,Koppeh Dagh,3,,,3.2,,,3.1,3.1,IRSC,,,IRSC,,,Equation(7),,0.1498,,
13213,9057,2009,8,20,23,9,39,36.98,55.56,14.4,Koppeh Dagh,3,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13214,9669,2010,5,23,14,19,0,37.03,55.82,7.8,Koppeh Dagh,3,,,3.5,,,3.4,3.4,IRSC,,,IRSC,,,Equation(7),,0.1491,,
13215,9774,2010,7,3,5,46,21,37.18,55.59,25.6,Koppeh Dagh,3,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13216,10514,2011,6,15,10,11,3,37.08,55.75,15.6,Koppeh Dagh,3,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13217,10832,2011,11,17,0,3,5,37.07,55.82,13.9,Koppeh Dagh,3,,,3,,,2.9,2.9,IRSC,,,IRSC,,,Equation(7),,0.1503,,
13218,11274,2012,5,24,20,39,4,37,55.6,9.7,Koppeh Dagh,3,,,3.4,,,3.3,3.3,IRSC,,,IRSC,,,Equation(7),,0.1493,,
13219,11587,2012,10,21,19,7,50,37.01,55.57,10,Koppeh Dagh,3,,,4,,,4,4,IRSC,,,IRSC,,,Equation(7),,0.1483,,
13220,12696,2014,2,15,12,28,7,37.01,55.78,10,Koppeh Dagh,3,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13221,12766,2014,3,19,17,53,34,36.99,55.81,5,Koppeh Dagh,3,,,3.7,3.5,,3.7,3.7,IRSC,,,IRSC,IIEES,,Equation(7),,0.1487,,
13222,13342,2014,11,6,9,27,58,37.06,55.77,18.9,Koppeh Dagh,3,,3.2,4.1,3.9,,4.1,4.1,IRSC,,ISC      ,IRSC,IIEES,,Equation(7),,0.1482,,
13223,13465,2014,12,30,7,29,54,37.22,55.65,10,Koppeh Dagh,3,,,4,3.9,,4,4,IRSC,,,IRSC,IIEES,,Equation(7),,0.1483,,
13224,14529,2016,3,13,3,3,19,37.2,55.54,17.7,Koppeh Dagh,3,,,4,,,4,4,IRSC,,,IRSC,,,Equation(7),,0.1483,,
13225,15223,2016,12,27,20,56,24.3,37.04,55.76,13,Koppeh Dagh,3,4.9,4.9,4.9,4.6,4.7,,4.7,GCMT,NEIC,NEIC,IRSC,IIEES,GCMT,,0.1,,,
13226,15855,2017,8,26,6,18,25,37.08,55.58,7.2,Koppeh Dagh,3,,,3.1,,,3,3,IRSC,,,IRSC,,,Equation(7),,0.15,,
13227,17042,2018,11,28,3,45,3,36.98,55.64,6.9,Koppeh Dagh,3,,,3.3,,,3.2,3.2,IRSC,,,IRSC,,,Equation(7),,0.1495,,
13228,859,1958,9,23,17,13,0,37.2,56.1,10,Koppeh Dagh,3,,4.3,,,,4.9,4.9,RM1985,,RM1985,,,,Equation(5),,0.2582,,
13229,860,1958,9,29,17,12,22,37.2,56.1,10,Koppeh Dagh,3,,4.3,,,,4.9,4.9,RM1985,,RM1985,,,,Equation(5),,0.2582,,
